Name,Test Matches,ODIs,T20s,Innings,Runs,Fours,Sixes,Strike Rate,Highest Score,Average,50s,100s,Wickets,Economy,Date of Match,Runs Conceded,3 Wickets Haul,5 Wickets Haul,Balls
Cricketer_860,145,90,84,117,5027,180,118,146.3449908,184,28.82605544,29,9,438,6.904899188,05-May,8890,13,1,4548
Cricketer_861,100,56,138,152,2888,181,197,72.37002129,53,34.47958839,18,1,132,4.506559103,06-Jun,3528,7,1,8362
Cricketer_862,135,185,193,147,3919,315,147,129.274163,90,27.17774741,14,4,429,6.996662483,04-Mar,7647,11,4,8321
Cricketer_863,154,150,108,190,3356,370,130,65.10432132,159,43.73151681,5,7,113,5.456265916,05-Apr,1677,15,5,6698
Cricketer_864,86,188,164,70,8511,428,119,98.08491979,67,36.56218824,6,3,263,5.942166753,06-Jun,6559,3,1,6210
Cricketer_865,89,107,59,192,8431,300,109,113.7638743,97,29.51620006,11,3,381,7.495129673,06-Apr,1766,13,1,6587
Cricketer_866,83,70,150,121,4074,352,145,85.47043992,173,49.26641763,21,1,184,6.812208177,04-Apr,6083,4,4,2691
Cricketer_867,53,65,103,111,4371,446,111,137.2987761,152,26.84332698,5,4,481,7.309313144,06-Jun,5703,12,2,2467
Cricketer_868,54,95,97,57,4364,118,140,103.212423,197,38.17354576,28,7,342,6.346047637,03-Mar,5716,13,4,7539
Cricketer_869,66,183,115,76,4531,463,130,72.17993084,106,20.05794772,30,4,158,7.939732902,06-Jun,4486,12,1,4218
Cricketer_870,157,162,107,102,1788,391,180,113.1677269,118,28.6116669,29,9,494,5.326518881,05-Jun,4882,12,2,9971
Cricketer_871,51,72,133,175,2915,281,152,89.06107189,89,47.82231446,23,8,106,5.149471528,04-May,8597,3,4,3339
Cricketer_872,132,67,192,160,5934,488,112,71.77671652,148,42.60856981,5,8,254,7.187556943,06-Jun,2484,9,3,6257
Cricketer_873,82,63,173,98,8191,155,140,93.01948645,133,28.9748664,19,7,208,7.973245632,05-Jun,2369,1,4,2924
Cricketer_874,176,185,171,141,4087,386,174,69.7336914,104,35.23125914,25,1,317,6.695677972,04-Jun,7439,9,1,5329
Cricketer_875,66,123,106,110,7652,292,79,70.20679125,147,37.03779504,27,6,71,4.487362307,04-Mar,7371,12,1,4637
Cricketer_876,181,174,90,102,4506,226,190,93.87231835,176,38.40697956,26,3,94,5.23519734,03-Mar,4425,7,4,9234
Cricketer_877,198,70,165,134,9130,296,180,85.01607445,90,21.54107507,28,6,382,6.028114395,03-Mar,7452,1,4,2123
Cricketer_878,75,192,190,183,5338,111,90,57.43395941,65,38.98671959,15,3,218,7.971343012,05-May,8724,5,5,3623
Cricketer_879,107,153,183,181,5243,142,135,50.96315492,110,42.23410947,15,8,489,6.256118344,05-Jun,5923,13,3,6830
Cricketer_880,77,127,119,139,8402,404,88,65.91092492,141,48.36377751,14,6,391,7.784661245,06-Mar,1440,2,5,2570
Cricketer_881,125,95,88,195,4179,211,76,65.74869659,178,45.71650344,16,1,171,6.225640706,06-Mar,2693,14,5,8141
Cricketer_882,88,193,132,73,7174,460,141,145.0450314,179,21.32235013,5,6,85,5.435256226,06-May,5050,2,5,7962
Cricketer_883,149,68,142,58,4365,447,181,118.2943822,184,22.63590263,27,9,78,5.237934857,04-Mar,4953,1,1,7655
Cricketer_884,58,65,58,104,3020,154,73,147.5540196,99,25.65241557,20,9,471,7.797775605,05-May,8025,11,3,3500
Cricketer_885,176,166,160,41,3518,283,131,121.5139519,63,35.53414259,24,9,466,7.08859919,04-Jun,8860,1,3,7849
Cricketer_886,113,108,96,112,1742,484,142,87.8022633,56,24.75222203,20,5,291,4.15586721,03-Mar,5146,5,2,7278
Cricketer_887,64,145,100,156,8815,431,73,96.81839496,184,24.23539089,25,9,251,4.997970245,06-Apr,4035,2,1,8196
Cricketer_888,176,60,161,52,6374,268,80,105.8991386,54,45.32039111,29,4,469,4.356359655,06-Mar,6898,14,3,3206
Cricketer_889,74,101,193,31,4641,369,115,80.11043579,179,40.64139836,12,7,364,7.157975053,05-Jun,7372,14,4,6741
Cricketer_890,160,198,150,149,1565,332,176,142.2707913,89,43.6715327,5,5,468,6.675057818,05-Apr,7187,5,2,8731
Cricketer_891,66,128,54,49,8935,224,132,131.8339401,70,32.17390238,7,6,188,7.899982457,05-Jun,7343,13,1,5623
Cricketer_892,106,102,162,52,9241,168,181,105.6140658,129,33.90979747,5,7,497,5.014460069,06-Apr,3855,9,1,8886
Cricketer_893,141,155,115,158,5124,361,67,127.9499201,140,37.93226357,30,6,172,6.058171247,06-May,5430,8,2,3289
Cricketer_894,150,196,155,140,8552,450,116,64.21884158,189,26.04338262,23,1,370,4.943663386,05-Apr,6218,10,3,3010
Cricketer_895,151,186,124,67,1227,337,150,137.3468255,149,25.85769186,5,10,111,6.920112163,03-Jun,3264,11,5,5848
Cricketer_896,133,176,188,129,9697,437,151,102.2378689,111,24.62490113,16,7,309,7.055885978,05-Apr,1199,7,3,8950
Cricketer_897,139,60,159,193,8745,188,70,69.58203352,96,26.13293661,12,10,475,6.385757682,06-Mar,6864,5,4,6957
Cricketer_898,109,192,83,123,6375,404,187,90.37534688,102,31.65960357,19,7,106,7.291186203,06-Jun,8713,8,1,2803
Cricketer_899,196,160,148,38,1314,497,125,116.795763,134,30.79678277,13,1,291,5.867960203,03-Mar,6797,5,2,7100
Cricketer_900,155,67,93,60,5733,344,177,58.25496569,177,29.08746481,25,2,99,5.334596283,03-Mar,3338,4,3,7677
Cricketer_901,90,154,53,194,9591,238,144,123.1615702,51,41.12453865,13,9,129,6.705574322,03-Apr,6828,7,1,8355
Cricketer_902,114,124,193,168,5248,299,133,88.42859408,77,39.99639766,22,2,402,6.78801482,06-May,5830,8,2,2825
Cricketer_903,74,116,89,53,9708,233,164,122.1452691,94,47.51389854,15,4,78,6.440389192,06-Apr,9778,6,5,3041
Cricketer_904,57,94,60,82,7871,267,169,144.2505102,97,42.84505211,24,1,93,7.810333402,06-Mar,7784,13,5,3073
Cricketer_905,68,169,54,146,9965,336,85,74.82632724,66,43.18531516,12,5,167,7.632139563,05-Apr,6460,6,5,7870
Cricketer_906,185,177,146,102,7497,329,96,105.7516818,126,28.23807857,24,10,356,4.41530465,03-Mar,2868,1,1,2896
Cricketer_907,118,92,146,97,6366,439,168,81.25727484,99,34.23378102,7,3,57,4.740652312,06-Mar,9512,15,4,7374
Cricketer_908,171,181,154,126,9342,276,163,72.0517185,73,27.11544835,24,8,348,6.227460081,05-Mar,9537,15,4,6977
Cricketer_909,101,129,133,75,6496,255,85,91.9682455,180,20.2707631,7,10,104,4.577624679,05-Apr,6794,9,4,7386
Cricketer_910,79,126,163,177,7677,368,165,145.3492311,50,24.68637276,24,10,216,5.369172157,06-Mar,4328,9,1,4595
Cricketer_911,80,150,119,188,6652,302,75,114.6461309,85,42.27202383,8,4,408,6.450839934,06-May,2111,6,5,4386
Cricketer_912,178,161,196,192,4580,305,55,95.59464305,50,48.8976931,10,7,416,6.29716522,06-Jun,8689,1,2,4231
Cricketer_913,143,153,51,149,1180,127,187,89.56011344,163,49.58307925,21,3,95,7.490121057,04-Apr,7692,11,1,3743
Cricketer_914,134,95,106,143,8621,287,196,99.48484793,100,31.88543923,18,1,316,6.000480609,03-Jun,9273,12,1,4648
Cricketer_915,129,67,172,66,3415,290,164,58.26905685,100,45.76518119,13,7,188,5.165423946,03-Mar,3904,6,5,9630
Cricketer_916,125,155,102,88,4944,156,153,108.1279347,164,21.91829592,13,2,442,5.134040095,03-Apr,9684,1,1,5579
Cricketer_917,77,195,123,107,1985,333,51,136.5309903,60,41.22393881,22,6,431,5.414898858,05-Jun,6730,9,1,4821
Cricketer_918,187,70,112,32,6325,223,53,125.8312628,62,35.52866979,30,5,370,7.196791012,03-Jun,4526,3,1,6822
Cricketer_919,181,114,137,104,5678,414,50,70.95438043,172,27.72819928,17,5,479,7.741753319,06-May,5074,15,1,3447
Cricketer_920,191,150,90,105,8384,287,69,113.5746045,69,31.91545507,7,4,129,7.605528833,03-Mar,9394,6,1,6592
Cricketer_921,75,60,70,100,6319,224,196,120.7500363,63,36.74789135,19,1,423,6.196522145,06-Jun,9713,11,5,2220
Cricketer_922,86,169,55,76,3455,122,147,105.1879437,164,41.23011749,14,9,186,7.589224923,04-Jun,1131,14,3,8886
Cricketer_923,84,191,61,150,6083,256,91,68.21632104,118,24.31878756,8,3,463,5.921704409,06-Jun,6300,3,5,3041
Cricketer_924,98,162,186,96,6953,217,117,118.3973313,119,37.13284538,14,1,187,6.579309127,06-Jun,9690,9,2,7428
Cricketer_925,93,99,79,122,1770,241,175,59.5605631,139,36.36837301,13,6,160,4.063539391,03-Apr,1897,5,3,3531
Cricketer_926,163,163,78,187,1373,500,172,115.0761992,195,35.84767176,12,1,322,4.560821577,04-May,2221,12,4,5213
Cricketer_927,150,103,197,189,7267,241,93,133.2262391,78,47.27213943,22,3,370,6.404913713,06-Jun,2868,14,5,5979
Cricketer_928,111,82,155,185,1496,237,52,77.24490689,61,44.80212185,22,2,322,6.446932055,05-Apr,6240,8,4,4023
Cricketer_929,166,138,58,63,5433,318,56,59.05649634,93,20.92930158,24,4,239,5.901129794,05-May,2131,5,2,8250
Cricketer_930,129,176,183,155,4870,129,118,96.95740763,103,39.14706212,30,6,389,7.478983244,06-Mar,3584,15,3,8483
Cricketer_931,114,52,94,142,4382,252,109,101.3679763,148,39.71513279,29,9,215,5.079996583,04-May,4847,14,1,8918
Cricketer_932,82,51,115,79,4259,197,96,93.74090651,138,34.67200532,26,5,208,6.541345515,03-Jun,3478,12,3,5054
Cricketer_933,115,189,58,25,9470,258,68,106.8771156,79,25.13820945,8,3,98,4.715321919,04-Jun,4657,1,5,5382
Cricketer_934,196,130,76,85,7993,357,163,144.26001,160,31.92917065,13,2,406,7.264327627,03-May,8302,14,5,8996
Cricketer_935,128,123,61,183,9652,187,62,89.19618604,152,40.49615002,29,1,272,5.333860413,03-Mar,5050,13,1,5822
Cricketer_936,51,85,175,95,3998,212,163,101.126152,97,24.78311661,12,7,313,4.846579967,06-Mar,6938,10,5,3432
Cricketer_937,58,135,112,98,5630,346,70,60.15900054,57,42.85811873,18,1,454,6.107887995,05-Mar,4810,14,2,7698
Cricketer_938,91,163,141,79,1369,150,96,133.7252314,111,21.58704076,13,4,478,7.512984107,03-Jun,6308,7,3,4271
Cricketer_939,113,104,117,139,3788,410,97,80.71633437,154,40.06973251,22,7,79,5.493274924,05-May,6229,3,3,8450
Cricketer_940,194,90,178,154,8175,419,90,67.7608031,133,35.69381579,17,8,252,6.782198879,05-May,8983,6,3,4590
Cricketer_941,120,71,185,138,1144,212,103,103.9470752,115,36.0914133,5,6,471,6.071259639,05-Apr,9608,11,1,9361
Cricketer_942,94,57,158,150,4074,146,125,126.2610474,93,38.68575775,20,3,376,4.514843075,03-May,2986,6,4,9306
Cricketer_943,179,143,172,144,8570,424,115,139.9794491,127,23.21369814,24,9,61,7.03653653,06-Mar,3637,6,2,4654
Cricketer_944,74,160,153,160,2958,266,82,64.10868963,168,37.78078493,24,9,432,6.627889435,05-May,9521,8,4,9439
Cricketer_945,117,55,170,101,4408,396,198,75.13707283,52,33.92658383,30,10,197,5.137892615,04-Mar,2273,12,1,8727
Cricketer_946,127,60,199,149,2493,105,195,117.9257603,193,34.82825973,14,3,449,5.594448934,03-Jun,7554,11,4,2448
Cricketer_947,139,118,184,157,3214,334,52,134.3905183,67,31.87536757,21,10,401,4.882786897,05-Mar,3916,8,5,9998
Cricketer_948,150,80,128,134,5576,435,62,53.08974477,197,43.73463837,28,1,472,4.097399628,03-Apr,4148,3,1,3761
Cricketer_949,175,121,182,105,9556,129,68,102.4688869,171,31.18930597,25,10,475,6.187457879,05-May,7076,12,3,4665
Cricketer_950,149,74,147,94,1108,340,199,113.389005,77,25.10765855,25,4,289,4.510215854,05-Mar,2042,9,1,3143
Cricketer_951,104,195,191,69,5149,179,176,87.21355264,104,30.47153994,13,1,57,6.936018925,05-Jun,8708,13,4,5796
Cricketer_952,103,130,103,72,8802,100,188,76.4452558,175,47.70629803,8,5,193,6.849058969,05-Jun,1251,8,4,9219
Cricketer_953,161,99,104,58,2922,377,138,78.96807388,159,42.43037461,6,8,143,5.490129788,06-Mar,5712,6,4,8246
Cricketer_954,113,96,51,62,7124,312,64,52.36969637,54,39.55805641,15,4,458,7.353835229,04-Apr,2029,2,3,2706
Cricketer_955,162,136,62,28,4999,184,171,147.0494591,91,30.96473677,17,10,432,7.712698491,06-May,4604,15,4,2887
Cricketer_956,110,58,62,76,6164,460,145,71.9355839,130,23.54931986,15,1,50,7.166267367,05-Jun,3249,6,2,5860
Cricketer_957,112,59,89,179,9901,172,140,108.0568176,83,49.35183912,30,5,360,5.293583446,04-Mar,4477,13,3,4666
Cricketer_958,98,116,87,25,2450,379,85,90.23724085,106,38.03592138,19,8,108,7.984588669,04-Mar,3506,11,4,7537
Cricketer_959,66,106,85,188,2774,395,133,71.81911177,108,36.57214779,28,1,191,6.890643678,03-Apr,3095,6,4,8762
Cricketer_960,147,184,168,157,3269,300,130,114.6752398,107,30.31808319,22,1,309,5.469317418,03-May,5811,6,5,5401
Cricketer_961,96,130,63,94,6908,478,99,58.57432094,191,23.52250453,10,8,165,6.236418192,05-May,9541,1,4,8243
Cricketer_962,184,150,85,89,3257,184,83,147.900344,126,35.57187814,17,1,87,7.925912059,03-Mar,5653,6,5,5892
Cricketer_963,143,105,140,128,9346,127,135,135.1845315,175,23.2657279,10,5,198,5.860218657,04-Apr,2537,11,1,9401
Cricketer_964,166,99,174,37,7450,244,115,120.2306177,118,21.96679389,30,5,363,7.509307184,05-Apr,7946,14,2,4880
Cricketer_965,54,59,139,113,6493,230,58,69.36391562,82,38.42936197,23,5,292,6.590447701,06-Apr,9514,15,5,5668
Cricketer_966,174,59,149,144,4508,295,197,149.6267092,183,23.12920619,28,5,98,6.726843673,06-May,1340,9,2,5783
Cricketer_967,52,60,179,50,8352,358,185,141.4857681,118,25.26188696,23,10,374,4.521066932,03-May,2315,15,1,9327
Cricketer_968,190,101,115,24,7504,268,190,78.56800897,103,45.65365081,16,2,448,7.615489265,06-Mar,1405,9,2,7550
Cricketer_969,72,152,65,129,9713,364,199,97.36535848,142,49.84212791,20,6,318,5.176964253,03-Mar,1969,8,4,3354
Cricketer_970,120,56,123,182,3652,224,112,108.2122349,101,42.32136405,6,2,484,7.502859183,05-Jun,3223,15,2,8885
Cricketer_971,171,102,130,69,5932,135,78,124.9973958,140,24.23305944,5,6,136,4.309576572,05-Jun,8736,5,5,8435
Cricketer_972,108,101,108,21,4706,143,188,135.1460057,90,40.77928315,12,9,471,6.29533712,03-Apr,1083,2,2,9601
Cricketer_973,79,197,119,22,8332,244,177,74.79543782,158,29.2034274,10,6,65,4.755074576,06-Mar,6427,7,1,2744
Cricketer_974,197,171,136,91,5729,477,157,141.4447719,188,29.18784057,23,3,75,6.77381886,04-Jun,5462,13,1,8111
Cricketer_975,117,178,136,98,4843,371,165,81.85969655,182,24.67035616,27,3,158,7.704974178,03-Apr,2495,12,2,7961
Cricketer_976,97,144,105,112,5308,233,58,123.538578,54,40.74635979,18,6,246,4.45203161,03-May,1091,3,2,2843
Cricketer_977,99,197,89,51,9532,463,69,146.029022,103,39.04730335,21,10,117,5.44213488,06-May,9653,9,2,8600
Cricketer_978,58,156,75,37,7112,161,125,59.36885218,176,36.12644407,24,3,407,4.061533946,05-Mar,6707,3,3,6176
Cricketer_979,179,77,83,194,9182,149,134,55.04766459,185,44.36683204,29,10,354,6.957106642,05-Jun,9616,1,3,4818
Cricketer_980,134,80,84,129,7077,217,159,94.64754536,178,25.62420779,10,6,284,5.212383903,03-May,5101,4,4,8510
Cricketer_981,56,94,70,72,4629,455,108,53.52177975,59,42.97269731,15,6,127,4.952736501,05-Mar,4897,6,2,7542
Cricketer_982,186,61,176,122,6378,233,95,137.992895,195,33.76947998,23,10,263,5.423251277,05-Mar,4404,4,3,8709
Cricketer_983,54,159,189,142,5256,142,189,108.351039,177,29.31762342,19,1,211,6.030541171,03-Jun,6203,8,3,6884
Cricketer_984,95,116,150,74,9802,395,123,80.31936809,194,20.90441333,10,2,355,6.272507868,04-Apr,4458,2,4,3224
Cricketer_985,103,188,183,25,8155,278,168,124.9461809,163,29.67387089,14,9,266,4.314013802,05-May,3706,1,3,6744
Cricketer_986,121,96,79,104,6774,375,162,57.43120613,140,45.50678602,11,5,236,6.078706079,03-Jun,6285,8,4,3149
Cricketer_987,176,181,56,165,3930,288,93,53.51971024,165,40.16609328,10,6,470,4.049081644,03-May,4231,2,2,5514
Cricketer_988,198,192,174,200,8795,306,172,60.17319517,188,32.96067194,18,10,444,5.595052674,03-May,6667,10,1,4759
Cricketer_989,124,71,133,82,5024,258,96,149.5268975,67,45.2091415,5,2,309,6.551912371,05-Mar,5679,12,2,4224
Cricketer_990,198,187,116,41,1547,385,106,59.21172031,63,33.91526948,26,6,55,4.984510911,06-Jun,7194,11,3,6897
Cricketer_991,143,165,174,179,1350,468,58,54.39697288,145,22.91818578,22,3,492,7.808763317,05-Apr,9912,14,5,4160
Cricketer_992,97,66,106,180,5397,233,89,90.57641492,57,35.45506118,14,4,241,6.539991388,03-Jun,8834,1,1,5664
Cricketer_993,79,71,189,43,9525,272,70,146.2750993,190,47.04315647,27,5,175,7.426169421,05-May,5051,3,4,6693
Cricketer_994,170,193,100,146,9294,356,56,114.3703577,55,41.02389398,7,3,62,6.857757775,06-Apr,2062,12,1,6575
Cricketer_995,70,175,126,22,3571,211,83,54.2784958,135,48.75388648,6,7,114,7.02253933,03-May,3108,7,2,7017
Cricketer_996,186,153,177,113,8689,121,156,98.13144951,77,39.08929768,16,3,349,5.987389303,03-Mar,3901,3,5,4293
Cricketer_997,77,162,183,25,4184,117,170,95.04050347,168,43.44886414,9,8,252,6.206968252,04-Apr,9129,12,5,3063
Cricketer_998,171,93,106,52,1803,174,98,115.6067897,182,24.90237727,28,7,220,6.844726433,05-Mar,2682,10,1,8467
Cricketer_999,90,103,163,79,7908,313,187,116.5167175,152,27.06786053,13,7,258,6.619360177,03-Mar,4560,10,4,3142
Cricketer_1000,174,156,77,85,5723,482,146,83.73087031,196,48.92761957,28,7,273,6.593555466,04-Apr,1171,14,5,6552
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
